"","text","id_str"
"19","What a jam-packed show we have on @FoxFriendsFirst. A @GriffJenkins exclusive at the border. We could see action in… https://t.co/QgM8AKEdJz","983631833479991297"
"20","RT @wagepeaceau: @RNDrive @RichardMarlesMP @PatsKarvelas Stand up Richard and make a difference. Lead a movement against war. Differentiate…","983631835195367424"
"21","RT @HillelNeuer: Recap: our @UN leaders.
<ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> Iran sits on @UN_Women
<ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6> Saudi Arabia on @UN_HRC + @UN_CSW (women's rights)
<ed><U+00A0><U+00BC><ed><U+00B7><U+00B9><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> Turkey on @UN C…","983631833282809856"
"22","@TimesNewsdesk You Can Help Send a Freelance Journalist to Turkey &amp; Syria To Report on Crisis Online… https://t.co/E5rRRETNfK","983631837485400064"
"23","RT @NeilClark66: Nauseating hypocrisy yet again from the NeoCon Establishment. Silence on the genocide in #Yemen, silence on the Israeli ki…","983631837888172032"
"24","RT @HichamYezza: Tony Blair invited again on #r4today, being asked “what should we do about Syria?” and still literally saying stuff like “…","983631839356219392"
"25","RT @Charles_Lister: @Qattouby @hrw @thedailybeast #Russia is blustering hard, as U.S. military action in #Syria looks increasingly likely.…","983631839750320129"
"26","RT @TimothyKenison: Finishing ISIS off in Syria and defending cyberattacks from Russia are infinitely more pressing issues of national secu…","983631841574998016"
"27","RT @FatemahAlabed: This from #Syria now. You may not have the power to change everything, but you can help spread the word. Silence is much…","983631842342572032"
"28","“The Russian regime, whose hands are also covered in the blood of Syrian children, cannot be shamed by pictures… https://t.co/A0cYmwbTcW","983631843827298304"
"29","RT @tobiaschneider: In a visit to Hmeimim, Putin himself commended Suheil Hassan for his ""results-oriented"" approach. Hasssan's command pio…","983631844519358464"
"30","""Bogdanov was quoted as saying by the agency that there were “working  contacts” between Russia and U.S. officials… https://t.co/6ekDg7Bd4E","983631846024986624"
"31","Glad all the ""anti-interventionists"" are against this, too, and want to ""cooperate"" with Putin instead. They are al… https://t.co/exo1KOWDks","983631846834561024"
"32","RT @AlSuraEnglish: #BREAKING - #Russian Black Sea Fleet declares high level combat alert for all vessels as #US-led trans-national strike f…","983631847216197633"
"33","After Douma, the west’s response to Syria’s regime must be military | Simon Tisdall https://t.co/R386fVGuKN","983631850248818688"
"34","RT @HillelNeuer: Recap: our @UN leaders.
<ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> Iran sits on @UN_Women
<ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6> Saudi Arabia on @UN_HRC + @UN_CSW (women's rights)
<ed><U+00A0><U+00BC><ed><U+00B7><U+00B9><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> Turkey on @UN C…","983631833282809856"
"35","RT @lloyd_rm: Just wrote for @evolvepolitics about my trip to northern Syria where I saw how Britain is backing both sides of the conflict.…","983631851205152768"
"36","RT @Reptoid_Hunter: Another Syria False Flag, Israel Kills Journalist &amp; YouTube Exposed For Illegally Spying On Children (Article) — Steemi…","983631851507077121"
"37","RT @carolinagirl63: The President is dealing with major issues—Syria, North Korea, Iran, Russia, China, securing our borders, etc. and #Dee…","983631853025464320"
"38","RT @NeilClark66: Nauseating hypocrisy yet again from the NeoCon Establishment. Silence on the genocide in #Yemen, silence on the Israeli ki…","983631853956620288"
"39","António Guterres
@antonioguterres :
""..They require a thorough investigation by the @OPCW, without any restrictions… https://t.co/wubxC4kVwM","983631853595873282"
"40","RT @maryparsons656j: #NoWarInSyria thread

<ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>All hands on deck to ensure your voice is heard<ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>

Remind President Trump &amp; Congress there has n…","983631857270042625"
"41","RT @ScottLucas_EA: Opposition activists: #Russia personnel moved quickly into #Douma to clear evidence of #Assad regime's chemical attacks…","983631857148485632"
"42","RT @tobiaschneider: In a visit to Hmeimim, Putin himself commended Suheil Hassan for his ""results-oriented"" approach. Hasssan's command pio…","983631857907634177"
"43","RT @DanielKorski: UK made a grave error over #Syria in 2013. It has cost lives, emboldened those who detest the international order and mad…","983631858490597376"
"44","Russia has figured out how to jam U.S. #Drones in #Syria, officials say https://t.co/xnLmokdFXZ","983631858599714816"
"45","RT @DerorCurrency: ""..to repudiate morality while laying claim to it.. to forget any fact that has become inconvenient..""

Orwell, 1984, on…","983631859719471105"
"46","Because propaganda pushing. Proving once again that ALL MEDIA outlets do it. It's just a matter of how much and how… https://t.co/dVCvtthFrP","983631859711082496"
"47","RT @TheNatlInterest: Syria Could Be Washington<U+0092>s Next Big Foreign Policy Failure https://t.co/82Dqnju7n1","983631859803459584"
"48","RT @antonioguterres: I am outraged by the recent reports of use of chemical weapons in Syria. They require a thorough investigation by the…","983631861053378560"
"49","@RT_russian S-400 waiting  for you US baby ....
  BREAKING F-22 Shot Down by S-400 over Syria
  https://t.co/KNjr3go1BT","983631862504583168"
"50","RT @IngrahamAngle: Acc. to the “experts” we are supposed to never leave Syria, police their borders—and yet leave our borders open for cros…","983631863179702272"
"51","RT @TheArabSource: Turkish military will withdraw from #Afrin when Syrian war ends: Deputy PM https://t.co/wk1B1mY7yt #Syria #Turkey","983631863532093440"
"52","RT @cuzzinharry: Syria suspected chemical attack? Why are none of the adults hosing down only children affected? Another Syrian rebel trick…","983631863205023744"
"53","RT @KimSueQ: @SenJohnMcCain TOTALLY FAKE!!! This building is NOT in syria, but somewhere in Northern AZ ... Q says find exact location. Spi…","983631865113382912"
"54","How about..we make sure we KNOW who's actually responsible for the chemical attack in Syria before taking military… https://t.co/Pc4gZmqgHJ","983631865671307264"
"55","RT @McFaul: Important point.  Why did Russia do this? https://t.co/htEZL8u4xn","983631865696456704"
"56","RT @JoseeMburu: Todays 10 sure odds are available. Fixed games and no chance of losing Whatsapp/text me 0716853205 to get them @100 bob onl…","983631869697720321"
"57","RT @HerryRodin: What kind of world do we want to live in? Hey #Putin and #Assad, STOP <ed><U+00A0><U+00BD><ed><U+00BB><U+0091>bombing the civilians trapped in besieged Eastern Gh…","983631870674923520"
"58","RT @iowahawkblog: Man, I really wouldn't want to be an aspirin factory in Syria right now","983631871564242944"
"59","I would rather the UK Government spent money combating child poverty and helping negate the need for food banks, th… https://t.co/vB3jMBKBQx","983631871463624704"
"60","RT @Qunfuz1: So speaks the destroyer of Chechnya, the crusher of Georgia, the shredder of the Ukraine, the swallower of Crimea, the mass-mu…","983631871736238080"
"61","RT @mestrate: MENA <ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BE> <ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> <ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B1> Iran-Israel Conflict Escalates in Shadow of Syrian Civil War https://t.co/XMq27Eiin0","983631871950147584"
"62","RT @AndrewSarega: Obama sent Iran $1.7B in cash
Obama allowed Isis to grow in Syria &amp; Iraq
Obama allowed NK to expand its missile program
O…","983631872507826177"
"63","RT @ReutersWorld: Russia sees no threat of U.S.-Russia armed clash in Syria: report https://t.co/xTGkZugjvP","983631872902254592"
"64","RT @antonioguterres: I am outraged by the recent reports of use of chemical weapons in Syria. They require a thorough investigation by the…","983631873057402880"
"65","RT @KarnaMikko: Disgrace to #EU, that @eucopresident and @EUinBCN are silent, while #Spain is taking more political prisoners in #Catalonia…","983631873497862144"
"66","RT @HootHootBerns: World War 3 footsie over Syria. If ""humanitarian"" regime change is so important, why are we doing this shit as we ignore…","983631873640402945"
"67","RT @EmbassyofRussia: Russian MoD investigates #DoumaProvocation, sheds light on the situation: All soil test results from Douma, #Syria hav…","983631874651193344"
"68","RT @thepileus: Both Assad &amp; Saudi Arabia commit war crimes yet why is there a call to bomb Syria but not to bomb Saudi Arabia? 

Well becau…","983631874923941888"
"69","RT @Ian56789: .@ggreenwald falsely blames Assad for the patently obvious #FalseFlag by al-Qaeda terrorists in #Douma, but then says interve…","983631875129380864"
"70","RT @big_goddy: @ColumbiaBugle @TuckerCarlson Probably the most profound take on this near obsession in the West to rush into another foolis…","983631875523665920"
"71","Upcoming war in Syria puts appointing Bolton, poisoning in Salisbury and chemical attack in Douma into a new perspe… https://t.co/wlFAh72DGd","983631876035358720"
"72","RT @TeamTrumpRussia: The #Russian military police reached the area of alleged chemical attack in #Syria #Douma. Local residents say that th…","983631875817209857"
"73","RT @Comunardo: #VintageTweet of a (now) blackmailed President https://t.co/i7xF7WTcCZ","983631877348249600"
"74","Calling anti-interventionism ""Nazism"" was all fun and games for Shawn until the vast swath of anti-war moderates ra… https://t.co/lUGUa3Gw2y","983631879193571328"
"75","Fuck Syria, Iran, and Russia evil bastards bomb the shit outa them.!!","983631884495310848"
"76","RT @wisermann: @westland_will @NOWARSFORISRAEL @TuckerCarlson @greta @TulsiGabbard @SenDuckworth Israel is playing a dangerous game by tryi…","983631885317238784"
"77","RT @antonioguterres: I am outraged by the recent reports of use of chemical weapons in Syria. They require a thorough investigation by the…","983631885061541888"
"78","RT @KarnaMikko: Disgrace to #EU, that @eucopresident and @EUinBCN are silent, while #Spain is taking more political prisoners in #Catalonia…","983631885418057728"
"79","RT @michaelh992: #Russia flexing its muscle ahead of  potential strikes in #Syria: Air defense unit of the Black Sea Fleet declares combat…","983631885850087424"
"80","RT @DougSides: <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5>Impossible For Syria To Use Chemical Weapons Because Susan Rice Told Is Obama Got Them All Out...
<ed><U+00A0><U+00BD><ed><U+00B1><U+0089><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>Now we are told Syria s…","983631885887787008"
"81","RT @EmineGze2: In the ongoing seven-year civil war, Syria has seen numerous chemical attacks. Whenever world powers meet to bring an end to…","983631885833330688"
"82","RT @wagepeaceau: @RNDrive @RichardMarlesMP @PatsKarvelas Stand up Richard and make a difference. Lead a movement against war. Differentiate…","983631835195367424"
"83","RT @Billbrowder: Interesting which members of the UN Security Council did NOT call for an emergency meeting about Syria’s use of chemical w…","983631887166918656"
"84","@SparkEmerald @StoneSculptorJN @EvaKBartlett @ggreenwald That isn't very likely. Trumps recent announcement about l… https://t.co/BkbVt2h4ZA","983631884339957762"
"85","RT @AndrewSarega: Obama sent Iran $1.7B in cash
Obama allowed Isis to grow in Syria &amp; Iraq
Obama allowed NK to expand its missile program
O…","983631888572174337"
"86","RT @TrumpsBlonde: Absolute best show of @TuckerCarlson’s.  Tucker really handing it to the globalists who want war with Syria regardless of…","983631888811208704"
"87","RT @StateDept: .@POTUS Trump condemns the heinous attack on innocent Syrians with banned chemical weapons. #Syria https://t.co/qiEahlL3Ah","983631889226399744"
"88","RT @Billbrowder: Interesting which members of the UN Security Council did NOT call for an emergency meeting about Syria’s use of chemical w…","983631889432023040"
"89","RT @smmsyria: #Russia in #UNSC: Attack on #Syria to cause serious consequences","983631891453612032"
"90","RT @acre1291: @Hoosiers1986 @POTUS This image belongs to John Kerry. He said there were no chemicals in Syria. But there are a lot of Sadda…","983631891881394177"
"91","RT @wikileaks: WikiLeaks issues a US$100,000 reward for confidential official information (intercepts, reports) showing to who is responsib…","983631892502274049"
"92","The pseudo-left’s silent complicity in the drive to war against Syria and Russia - World Socialist Web Site… https://t.co/sVZtRXSCG6","983631892024045568"
"93","RT @DanielKorski: UK made a grave error over #Syria in 2013. It has cost lives, emboldened those who detest the international order and mad…","983631893810876416"
"94","RT @blaiavia: The only journalist who's daring to say something reasonable about this whole Syria mess. Tucker Carlson. Fox News.

This whe…","983631894498734080"
"95","Lie down with dogs.... https://t.co/CBGpxSr4Vi","983631894947532801"
"96","Glenn Greenwald on Syria: U.S. &amp; Israel Revving Up War Machine Won’t Help Suffering Syrian Civilians… https://t.co/N0CejASLGl","983631896172253184"
"97","RT @StateDept: .@POTUS Trump condemns the heinous attack on innocent Syrians with banned chemical weapons. #Syria https://t.co/qiEahlL3Ah","983631896910487552"
"98","RT @service4cash: Russia Says it Will Attack U.S. Military if Trump Strikes Syria Again https://t.co/3RNM8uYnq9","983631897673785344"
"99","RT @MiddleEastEye: Corbyn calls for 'evidence' as UK considers 'range of options' over Syria gas attack https://t.co/JU08QwdNm8 https://t.c…","983631900353925120"
"100","RT @foxandfriends: Should the U.S. take action against Syria for their reported use of deadly chemical weapons?","983631901566042112"
"101","RT @wagepeaceau: What we DO know @RichardMarlesMP is that #FakeNews chemical Attacks in Syria are used by your buddy Trump to create a pret…","983631902815830016"
"102","RT @EmbassyofRussia: Russian MoD investigates #DoumaProvocation, sheds light on the situation: All soil test results from Douma, #Syria hav…","983631904594448384"
"103","RT @penelope7usa: Tucker Carlson Tonight &amp; TFW you're asking about America
but you're scolded it's really about Israel ...
 
Tucker: ""What…","983631905940758529"
"104","WW3 Alert! US &amp; UK Readying Attack Ships, Jets To Strike Syria / Russia https://t.co/GYH550fhQr via @realalexjones","983631907673071616"
"105","Yes Mr. Secretary General as we know and followed the OPCW work at the beginning in Syria it was a very serious wor… https://t.co/S2IbVqh3NC","983631909069709312"
"106","RT @EmbassyofRussia: Russian MoD investigates #DoumaProvocation, sheds light on the situation: All soil test results from Douma, #Syria hav…","983631911775035392"
"107","RT @ToryFibs: People ask what has Corbyn *actually* done to solve wars in the Middle East?

He held a vote in HoC to ban arms sales
He gave…","983631913733840896"
"108","RT @RepSwalwell: I don’t trust @realDonaldTrump to act lawfully against #Syria. He should only act under congressional authorization.","983631914115350528"
"109","RT @OneSummerMornin: The Russian Ministry of Defence has reportedly ordered the entire Black Sea fleet on combat alert. Trying to verify th…","983631914354532352"
"110","RT @Jerusalem_Post: BREAKING Report: Russia sees no threat of U.S.-Russia armed clash in Syria https://t.co/vmHFwxP4eB https://t.co/Aj9EJZH…","983631915088572416"
"111","RT @DerbyChrisW: With the drums of war beating from the Whitehouse to Westminster, this timely article by @skwawkbox is a must read.
#GiveP…","983631917525454848"
"112","RT @KarnaMikko: Disgrace to #EU, that @eucopresident and @EUinBCN are silent, while #Spain is taking more political prisoners in #Catalonia…","983631922160111617"
"113","RT @NBCNews: LIVE: UN Security Council holds emergency meeting after suspected chemical attack in Syria. https://t.co/tY1q4VWdm1 https://t.…","983631923770638336"
"114","RT @anadoluagency: #BREAKING Erdogan says 4,071 terrorists 'neutralized' since start of Operation Olive Branch in Syria's Afrin","983631923657494528"
"115","RT @antonioguterres: I am outraged by the recent reports of use of chemical weapons in Syria. They require a thorough investigation by the…","983631925008130050"
"116","RT @antonioguterres: I am outraged by the recent reports of use of chemical weapons in Syria. They require a thorough investigation by the…","983631926572535808"
"117","Trump pledges forceful action on Syria after dozens die in chemical attack https://t.co/bH7sGmwh1n","983631926907973632"
"118","RT @DrMarcusP: Tension between the US and Russia, which is being dangerously played out in Syria, is down to the Americans not wanting to l…","983631927520518144"
"119","RT @Partisangirl: What really happened - Chemical Attack that lead to missile Strikes on #Syria: https://t.co/ZsBZ8PLZzv via @YouTube","983631928149594112"
"120","RT @Partisangirl: Last month, a Chemical lab in AlQaeda held #Ghouta was discovered. The gas used to kill the civilians in #Douma was made…","983631931827830784"
"121","RT @thepileus: Both Assad &amp; Saudi Arabia commit war crimes yet why is there a call to bomb Syria but not to bomb Saudi Arabia? 

Well becau…","983631931588907008"
"122","RT @RetroSchott: So the former British Ambassador to Syria has just said on Radio Scotland that the chemical attack was staged. <ed><U+00A0><U+00BD><ed><U+00B8><U+00B2>","983631933702918144"
"123","RT @RealNetanyahu: Every civilian in Gaza is a target and we reserve the right to strike anywhere. Also, we demand that the civilized world…","983631933526691841"
"124","RT @JohnWight1: RT Russia reporting that Russian warplanes have flown over USS Donald Cook, armed with Tomahawk missiles, in the Mediterran…","983631934092914688"
"125","RT @caitoz: When A Government Declares A Verdict Before An Investigation, It’s Because There’s A Preexisting Agenda

""So far the only evide…","983631934344564736"
"126","RT @calebmaupin: “The great evil of #chemicalweapons use... is becoming the new normal.” #NikkiHaley ignores the use of such weapons by US…","983631935174991873"
"127","@realDonaldTrump Sure. Russia and Syria have routed the terrorists that your country's proxies have supported,  on… https://t.co/o7caQPNZiv","983631935640485889"
"128","RT @LittleBertie01: Remember the last time the US invaded a country in retribution for its ruler using chemical weapons against his own peo…","983631938849193984"
"129","RT @thepileus: Both Assad &amp; Saudi Arabia commit war crimes yet why is there a call to bomb Syria but not to bomb Saudi Arabia? 

Well becau…","983631939000291328"
"130","RT @TruTawar: #BREAKING
The #US Navy destroyer USS Donald Cook came within 100 km of the #Syrian city of #Tartus today! A #Russian naval ba…","983631939331440641"
"131","RT @RonPaul: Lies &amp; Desperation In Syria https://t.co/i0gJXVTmzw","983631939524440064"
"132","RT @TeamTrumpRussia: The #Russian military police reached the area of alleged chemical attack in #Syria #Douma. Local residents say that th…","983631940610703360"
"133","RT @ItIsIHugBugLuv: When you catch up with yourself while fighting your proxy war for Israel. #Syria https://t.co/2NR2s6GEHO","983631942720503808"
"134","RT @rofoca_lucifuge: Russia has repeatedly said they will not allow more attacks upon their ally Syria; they will not only shoot down inbou…","983631943387484160"
"135","RT @wisermann: @westland_will @NOWARSFORISRAEL @greta @TuckerCarlson Israel supports terrorists to destroy #Syria for this plan https://t.c…","983631944016515073"
"136","RT @RonPaul: Lies &amp; Desperation In Syria https://t.co/i0gJXVTmzw","983631943496585216"
"137","RT @rofoca_lucifuge: The USS Donald Cook, a guided missile destroyer is in position for any military action within Syria, while the USS Lab…","983631940975808512"
"138","RT @McFaul: Important point.  Why did Russia do this? https://t.co/htEZL8u4xn","983631947858493440"
"139","RT @AWAKEALERT: The MSM - US journalists &amp; US Generals have lost their souls to the devil. They know the lies they are peddling will result…","983631948118568960"
"140","Chimical Attack on #Douma is  logically a #fakenews  to allow the #USA and the #West... to recover what they lost i… https://t.co/osfyTl50mU","983631944083795970"
"141","RT @lloyd_rm: Just wrote for @evolvepolitics about my trip to northern Syria where I saw how Britain is backing both sides of the conflict.…","983631949498482688"
"142","RT @JoyAnnReid: Even with all that's going on (Cohen's home, hotel room and office raided, Syria strikes etc.) I still want a DC reporter t…","983631949448269825"
"143","RT @Beltrew: A Syrian family of 11 died heaped together in the bathroom.The parents had tried in vain to wash the toxic gas off their kids'…","983631949842518016"
"144","RT @Ian56789: Timelines Of False Flag 'Gas Attacks' In Syria Follow A Very Similar Scheme
https://t.co/pKEQimqaWu
#Douma #FalseFlag against…","983631949699792896"
"145","BREAK..Dangerous Confrontation.USS Donald Cook destroyer w/ 60 Tomahawk only 60 miles from Russia base Tartus,Syria… https://t.co/KF6lpMoqgI","983631947829260289"
"146","@NonaLishus @jnj_kahl @haloefekti Thats why we cannot let them ruin Syria.If we do they ll begin to think they own… https://t.co/cgsUjU5i8u","983631951897690112"
"147","House Homeland Security Chairman: In Syria We Must Punish Assad, Iran, Russia, and Destroy ISIS https://t.co/lpTrlAZfBr","983631953198018560"
"148","RT @thepileus: Both Assad &amp; Saudi Arabia commit war crimes yet why is there a call to bomb Syria but not to bomb Saudi Arabia? 

Well becau…","983631955735535616"
"149","RT @SamiRamadani1: Films of alleged chemical attacks produced by Islamic Army (Jaish al Islam) Saudi-backed terrorist gang are now driving…","983631952791162880"
"150","@TuckerCarlson The so called rebels are worth than Assad!  Get out of Syria, now!","983631936995450881"
"151","RT @idvck: Does the Labour party honestly look at Corbyn on Syria and think 'not speaking out on these dead children is a price worth payin…","983631956322783232"
"152","RT @judi_sutherland: And they looked at the rabid right and the rabid left, and they could no longer tell the difference. https://t.co/g2pn…","983631957677498369"
"153","RT @D_Raval: #r4today “Labour” guests:
Monday: David Milibad - we should bomb Syria
Tuesday: Tony Blair - we should bomb Syria
I’m so looki…","983631958822486017"
"154","@nikkihaley @USUN Really? Last throw of the dice to salvage something in the Syrian conflict is nearer the mark. US… https://t.co/Zm5oG5S8ax","983631941877620736"
"155","RT @TamrikoT: War Correspondent Alexander Bilibov from #Syria: “We checked the place of the alleged CW attack together with #Russian milita…","983631958885457921"
"156","RT @thepileus: Both Assad &amp; Saudi Arabia commit war crimes yet why is there a call to bomb Syria but not to bomb Saudi Arabia? 

Well becau…","983631961301442561"
"157","""Russia is successfully jamming American drones in Syria"" https://t.co/AxhFPQwGlw #crime #feedly","983631961787961344"
"158","RT @MFATurkey: Civilians returning their villages to rebuild their lives thanks to #OperationOliveBranch tell how PKK/PYD-YPG terrorists ru…","983631961800536065"
"159","RT @leftiblog: Given that Syria has no reasonable motive for a chemical attack, &amp; every motive NOT to conduct such an attack, an extremely…","983631962710552576"
"160","RT @Ostrov_A: So, to be clear, the @IntlCrimCourt can issue statement on #Gaza (and other matters), but cannot find time to say anything ab…","983631962714845184"
"161","RT @sos_children: <ed><U+00A0><U+00BD><ed><U+00B3><U+00A3> Alia Al-Dalli, Middle East Director, calls for an end to indiscriminate attacks in #Syria – including the reported use…","983631963897688064"
"162","RT @jeremycorbyn: The horrific deaths and injuries in Douma point to a chemical attack which must be fully investigated by the UN and those…","983631964166152193"
"163","RT @anewscomtr: Trump on Syria chemical attack 
''We will make some major decisions in next 24 to 48 hours'' https://t.co/uIMIrYwg21","983631965977952256"
"164","RT @theLemniscat: ""On 19 March 2018, Syria's and Russia's armies warned of a new chemical  attack in Eastern Ghouta instigated by the UK un…","983631966514925568"
"165","RT @StateDept: .@POTUS Trump condemns the heinous attack on innocent Syrians with banned chemical weapons. #Syria https://t.co/qiEahlL3Ah","983631966267412480"
"166","RT @rofoca_lucifuge: The Russian Air Force is closely monitoring the presence of U.S. warships and submarines from the Russian naval facili…","983631967320145921"
"167","RT @SamiRamadani1: Our war-primed media censor this on #Syria:
1 Terrorist gangs have chemical weapons
2 All alleged chemical attacks were…","983631968133963777"
"168","RT @Millenniel_Matt: Tucker Carlson: ""What US national security interest is served by invading #Syria ?""

Senator Wicker: ""Well, if you car…","983631970210013190"
"169","Syria 'chemical attack': Trump pledges 'forceful' US response https://t.co/YcEEi0mb4D","983631966821126144"
"170","RT @Joyce_Karam: This is significant because Mattis is 1.most cautious in Trump admin.
2. Drew distinction between Sarin and Chlorine Gas a…","983631970549710848"
"171","RT @HerryRodin: #Iran: If you can't help Syrian people, at least don't kill them #IRGC <U+26A0><U+FE0F>. Tell #Assad to STOP the bombings in #Syria's #Gh…","983631970713329665"
"172","RT @PhxKen: Fake News: CBS Calls Trump Wanting U.S. Troops Out Of Syria A “Retreat,” Hailed Obama Withdrawing From Afghanistan As A “Milest…","983631971766054917"
"173","RT @PoliticsOTM: -They lied to you about Vietnam

-They lied to you about Iraq

They lied to you about Libya

-They are lying to you about…","983631973934563328"
"174","RT @SoniaKatiMota: @dhookstead FACTS<U+203C><U+FE0F>Jaysh Al-Islam - the ""Rebels"" who blame the #Syria-n Govt for this #Ghouta #Douma #GasAttack are the…","983631974563766272"
"175","RT @alexgordonrmt: Tony Blair on #BBCR4today right now calling for the British government to support US military action in Syria. It's like…","983631975335563265"
"176","RT @realDonaldTrump: Many dead, including women and children, in mindless CHEMICAL attack in Syria. Area of atrocity is in lockdown and enc…","983631975662735360"
"177","RT @haaretzcom: Iranian death toll in Syria strike attributed to Israel rises to 7, including top drone commander https://t.co/QVFNR2ygWK","983631976589475840"
"178","RT @MAGAVoice: A must WATCH and RT Patriots!!

Very important!!
Warning: Need some Brains and Commonsense to understand this!! https://t.co…","983631977260765184"
"179","RT @KarnaMikko: Disgrace to #EU, that @eucopresident and @EUinBCN are silent, while #Spain is taking more political prisoners in #Catalonia…","983631978057617408"
"180","@LeslieKrupp @mEyck97 @CircusEU @Zbd998 @MarkACollett Yet you seem to swallow them whole when it comes to Syria. Th… https://t.co/JpEMECu86r","983631978800058368"
"181","RT @Refugees: ""Syria needs every single child to have an education and go and rebuild our country one day. This is my biggest dream.""

<ed><U+00A0><U+00BD><ed><U+00B9><U+008C> Po…","983631980200976384"
"182","RT @mac123_m: Corbyn's response to the latest atrocity in Syria. <U+2B07><U+FE0F>
Like his response to the Salisbury incident, measured, correct and work…","983631981526306816"
"183","@EmbassyofRussia @mod_russia @mfa_russia @RusEmbSyria @RusEmbTurkey @Rusembegypt @VanessaBeeley @Partisangirl… https://t.co/HT6h1daEu8","983631982834876418"
"184","RT @AlSuraEnglish: #BREAKING - #Russian Black Sea Fleet declares high level combat alert for all vessels as #US-led trans-national strike f…","983631983665393664"
"185","Syria 'chemical attack': Trump pledges 'forceful' US response https://t.co/fdHifuxxfG","983631984403632128"
"186","RT @ChrisMurphyCT: The Constitution couldn’t be clearer. The President doesn’t get to decide when to launch attacks in the absence of an im…","983631986853072896"
"187","That's because the EU clearly appears to be in cahoots siding with tyranny to achieve a mutual goal, so much for be… https://t.co/WgntSyAsje","983631986899279874"
"188","RT @SamiRamadani1: I forgot another item currently subject to censorship by our media on #Syria:
6. The sick ideology of terrorist gangs (i…","983631989625499648"
"189","RT @DanKaszeta: However, this does not mean that its use is somehow legal. Use of chlorine as a weapon clearly violates the text of the CWC…","983631992012013568"
"190","RT @RonPaul: 'Ron Paul: Bring troops home from Syria now' -- Read my op-ed in today's @USATODAY :
https://t.co/Y0yEr4VJKk","983631993350090752"
